Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Pakistan,PAK,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,3.73256E+11,3.91659E+11,3.94778E+11,4.64705E+11,4.95375E+11,5.57264E+11,5.17677E+11,5.89164E+11,6.28081E+11,5.25155E+11,7.77191E+11,6.99347E+11,4.76861E+11,4.23329E+11,4.89467E+11,4.58347E+11,4.90246E+11,5.42549E+11,5.79577E+11,7.54878E+11,7.85108E+11,6.21083E+11,6.18144E+11,6.86801E+11,7.36474E+11,8.02142E+11,7.82399E+11,7.97984E+11,7.70813E+11,8.34962E+11,8.05741E+11,7.46141E+11,9.76274E+11,1.1212E+12,1.00023E+12,1.03993E+12,1.1813E+12,1.13658E+12,1.07269E+12,1.01475E+12,9.91919E+11,1.01335E+12,1.04418E+12,1.16135E+12,1.06176E+12,1.49169E+12,1.7704E+12,1.69834E+12,1.79789E+12,1.51193E+12,1.57765E+12,1.57577E+12,1.52699E+12,1.55463E+12,1.55858E+12,1.53353E+12,
